Date,Close
31/05/2006 16:00:00,5001.7
06/10/2006 16:00:00,5220.7
14/03/2007 16:00:00,5741.9
02/07/2007 16:00:00,6263.3
24/10/2007 16:00:00,6634.4
25/10/2007 16:00:00,6624.3
26/10/2007 16:00:00,6700.6
29/10/2007 16:00:00,6792.1
30/10/2007 16:00:00,6750.2
31/10/2007 16:00:00,6754.1
01/11/2007 16:00:00,6828.7
02/11/2007 16:00:00,6696.6
05/11/2007 16:00:00,6582.3
06/11/2007 16:00:00,6628
07/11/2007 16:00:00,6692.4
08/11/2007 16:00:00,6521.6
09/11/2007 16:00:00,6545.7
13/11/2007 16:00:00,6515.2
14/11/2007 16:00:00,6598.6
15/11/2007 16:00:00,6528.6
16/11/2007 16:00:00,6461.9
19/11/2007 16:00:00,6535.2
20/11/2007 16:00:00,6425.4
21/11/2007 16:00:00,6384.3
22/11/2007 16:00:00,6334.3
23/11/2007 16:00:00,6330.2
27/11/2007 16:00:00,6432.7
28/11/2007 16:00:00,6370.1
29/11/2007 16:00:00,6444.5
30/11/2007 16:00:00,6533.1
04/12/2007 16:00:00,6530.8
05/12/2007 16:00:00,6508.1
06/12/2007 16:00:00,6600.9
07/12/2007 16:00:00,6654.7
10/12/2007 16:00:00,6625.1
11/12/2007 16:00:00,6680.4
12/12/2007 16:00:00,6615.2
13/12/2007 16:00:00,6597.6
14/12/2007 16:00:00,6491.7
17/12/2007 16:00:00,6263.5
19/12/2007 16:00:00,6216.4
20/12/2007 16:00:00,6176.9
21/12/2007 16:00:00,6247
27/12/2007 16:00:00,6350.9
28/12/2007 16:00:00,6339.9
02/01/2008 16:00:00,6353.2
03/01/2008 16:00:00,6290.7
04/01/2008 16:00:00,6306.8
07/01/2008 16:00:00,6161.6
08/01/2008 16:00:00,6128.1
09/01/2008 16:00:00,6087.7
10/01/2008 16:00:00,6078.7
11/01/2008 16:00:00,5981.6
14/01/2008 16:00:00,5980
15/01/2008 16:00:00,5960
16/01/2008 16:00:00,5809.7
17/01/2008 16:00:00,5796.1
18/01/2008 16:00:00,5747.3
21/01/2008 16:00:00,5580.4
22/01/2008 16:00:00,5186.8
23/01/2008 16:00:00,5412.3
24/01/2008 16:00:00,5580.4
25/01/2008 16:00:00,5860.3
29/01/2008 16:00:00,5716.5
30/01/2008 16:00:00,5618.7
31/01/2008 16:00:00,5650.3
01/02/2008 16:00:00,5842.9
04/02/2008 16:00:00,5867.4
05/02/2008 16:00:00,5792.9
06/02/2008 16:00:00,5609.4
07/02/2008 16:00:00,5596.7
08/02/2008 16:00:00,5658
11/02/2008 16:00:00,5537.6
12/02/2008 16:00:00,5608.1
13/02/2008 16:00:00,5542.1
14/02/2008 16:00:00,5684.8
15/02/2008 16:00:00,5606.6
18/02/2008 16:00:00,5558.4
19/02/2008 16:00:00,5619.1
20/02/2008 16:00:00,5496.5
21/02/2008 16:00:00,5583.4
22/02/2008 16:00:00,5559.9
25/02/2008 16:00:00,5621.6
26/02/2008 16:00:00,5666.1
27/02/2008 16:00:00,5767.2
28/02/2008 16:00:00,5651.2
29/02/2008 16:00:00,5572.1
03/03/2008 16:00:00,5405.8
04/03/2008 16:00:00,5380.3
05/03/2008 16:00:00,5376.6
06/03/2008 16:00:00,5435.5
07/03/2008 16:00:00,5264
10/03/2008 16:00:00,5180.4
11/03/2008 16:00:00,5134.2
12/03/2008 16:00:00,5257.9
13/03/2008 16:00:00,5135.9
14/03/2008 16:00:00,5206.9
18/03/2008 16:00:00,5086.1
19/03/2008 16:00:00,5289.1
26/03/2008 16:00:00,5381.4
27/03/2008 16:00:00,5371.6
28/03/2008 16:00:00,5351.1
31/03/2008 16:00:00,5355.7
01/04/2008 16:00:00,5361.2
02/04/2008 16:00:00,5502.9
03/04/2008 16:00:00,5608.9
04/04/2008 16:00:00,5619.6
07/04/2008 16:00:00,5625
08/04/2008 16:00:00,5571.5
09/04/2008 16:00:00,5520.2
10/04/2008 16:00:00,5446.4
11/04/2008 16:00:00,5439.3
14/04/2008 16:00:00,5342.4
15/04/2008 16:00:00,5400.4
16/04/2008 16:00:00,5470.3
17/04/2008 16:00:00,5519
18/04/2008 16:00:00,5429.7
21/04/2008 16:00:00,5600.3
22/04/2008 16:00:00,5564.6
23/04/2008 16:00:00,5652.9
24/04/2008 16:00:00,5587.3
28/04/2008 16:00:00,5602.7
29/04/2008 16:00:00,5606.9
30/04/2008 16:00:00,5595.4
01/05/2008 16:00:00,5585.8
02/05/2008 16:00:00,5700.4
05/05/2008 16:00:00,5730.3
06/05/2008 16:00:00,5701.4
07/05/2008 16:00:00,5668.4
08/05/2008 16:00:00,5723.2
09/05/2008 16:00:00,5771.8
12/05/2008 16:00:00,5828.5
13/05/2008 16:00:00,5812.7
14/05/2008 16:00:00,5872.7
15/05/2008 16:00:00,5890.7
16/05/2008 16:00:00,5931
20/05/2008 16:00:00,5908.1
21/05/2008 16:00:00,5823.4
22/05/2008 16:00:00,5826.9
23/05/2008 16:00:00,5768
26/05/2008 16:00:00,5707
27/05/2008 16:00:00,5714.4
28/05/2008 16:00:00,5648.1
29/05/2008 16:00:00,5709.4
30/05/2008 16:00:00,5654.7
02/06/2008 16:00:00,5662.3
03/06/2008 16:00:00,5574.2
04/06/2008 16:00:00,5584.5
05/06/2008 16:00:00,5530.1
06/06/2008 16:00:00,5592.1
10/06/2008 16:00:00,5437.5
11/06/2008 16:00:00,5467.3
12/06/2008 16:00:00,5329.2
13/06/2008 16:00:00,5378.1
16/06/2008 16:00:00,5371.7
17/06/2008 16:00:00,5422.7
18/06/2008 16:00:00,5443.2
19/06/2008 16:00:00,5366.6
20/06/2008 16:00:00,5288.3
23/06/2008 16:00:00,5283.7
24/06/2008 16:00:00,5290
25/06/2008 16:00:00,5237.8
26/06/2008 16:00:00,5307
27/06/2008 16:00:00,5237
30/06/2008 16:00:00,5215.3
01/07/2008 16:00:00,5138.9
02/07/2008 16:00:00,5094.8
03/07/2008 16:00:00,4998.3
04/07/2008 16:00:00,5082.1
07/07/2008 16:00:00,5002.5
08/07/2008 16:00:00,4932.9
09/07/2008 16:00:00,5011.9
10/07/2008 16:00:00,4937.4
11/07/2008 16:00:00,4979.9
14/07/2008 16:00:00,4921
15/07/2008 16:00:00,4815.7
16/07/2008 16:00:00,4870.6
18/07/2008 16:00:00,4840.4
21/07/2008 16:00:00,5011.8
22/07/2008 16:00:00,5005.6
23/07/2008 16:00:00,5105.3
24/07/2008 16:00:00,5144.1
25/07/2008 16:00:00,4970.5
28/07/2008 16:00:00,4922.1
29/07/2008 16:00:00,4847.4
30/07/2008 16:00:00,4936.7
31/07/2008 16:00:00,4977.4
01/08/2008 16:00:00,4904
04/08/2008 16:00:00,4887.7
05/08/2008 16:00:00,4820.4
06/08/2008 16:00:00,4969.1
07/08/2008 16:00:00,4983.3
08/08/2008 16:00:00,4986.2
11/08/2008 16:00:00,5026.1
12/08/2008 16:00:00,5053.6
13/08/2008 16:00:00,4951.6
14/08/2008 16:00:00,4981.1
15/08/2008 16:00:00,4981.7
18/08/2008 16:00:00,4985
19/08/2008 16:00:00,4866.4
20/08/2008 16:00:00,4929.5
21/08/2008 16:00:00,4875.2
22/08/2008 16:00:00,4931.4
25/08/2008 16:00:00,5014.9
26/08/2008 16:00:00,5007.5
27/08/2008 16:00:00,5011.2
28/08/2008 16:00:00,5066.5
29/08/2008 16:00:00,5135.6
01/09/2008 16:00:00,5118.3
02/09/2008 16:00:00,5116
03/09/2008 16:00:00,5060
04/09/2008 16:00:00,4979.5
05/09/2008 16:00:00,4877.1
08/09/2008 16:00:00,5067.5
09/09/2008 16:00:00,4980.1
10/09/2008 16:00:00,4905.5
11/09/2008 16:00:00,4814.3
12/09/2008 16:00:00,4903.8
15/09/2008 16:00:00,4817.7
16/09/2008 16:00:00,4750.8
17/09/2008 16:00:00,4722.2
18/09/2008 16:00:00,4607.3
19/09/2008 16:00:00,4804.1
22/09/2008 16:00:00,5020.5
23/09/2008 16:00:00,4923.5
24/09/2008 16:00:00,4981.9
25/09/2008 16:00:00,4927.4
26/09/2008 16:00:00,4904.8
29/09/2008 16:00:00,4807.4
30/09/2008 16:00:00,4600.5
01/10/2008 16:00:00,4794.6
02/10/2008 16:00:00,4761.1
03/10/2008 16:00:00,4695.4
06/10/2008 16:00:00,4540.4
